Date,Location,Series_Complete_Cumulative
01/22/2021,US,3940821
03/23/2021,IA,556556
07/28/2021,MI,4916635
08/09/2021,RI,675221
05/07/2021,ID,557234
02/27/2021,LA,431662
06/04/2021,WI,2781915
06/02/2021,WA,3704137
03/21/2021,MN,975799
04/10/2021,UT,717188
05/06/2021,VA,3346837
02/21/2021,NC,815282
11/26/2021,NY,13396161
08/30/2021,CO,3335891
05/09/2021,GA,3109380
09/01/2021,KS,1446244
11/28/2021,LA,2277269
08/05/2021,IA,1600048
04/11/2021,FL,5000533
11/01/2021,OR,2672562
05/14/2021,LA,1479285
11/01/2021,WI,3419164
12/15/2020,NJ,221
03/04/2021,AR,303494
03/31/2021,NC,2052839
05/17/2021,NC,3997564
10/25/2021,FM,40693
03/25/2021,IL,2247729
12/20/2020,UT,308
10/07/2021,AR,1431539
07/09/2021,KS,1319765
01/20/2021,KY,39435
05/03/2021,DE,368910
01/15/2021,ND,7766
12/18/2020,TN,476
03/04/2021,RP,3137
06/14/2021,MI,4623822
05/12/2021,AR,940663
09/08/2021,IA,1676583
12/02/2021,ND,388865
12/20/2020,AZ,229
02/16/2021,RI,60150
02/16/2021,DC,38472
07/04/2021,LA,1693078
03/07/2021,WA,895616
03/15/2021,NM,391855
04/24/2021,US,103383064
12/10/2021,AS,31768
01/23/2021,ND,16020
06/12/2021,DE,479923
01/29/2021,RP,10
04/22/2021,WV,855183
12/07/2021,MA,5009467
01/18/2021,VA,62048
01/26/2021,CA,550844
03/18/2021,WA,1153579
03/23/2021,MS,419416
07/11/2021,NE,952289
05/14/2021,AK,296892
01/12/2021,NC,46240
07/10/2021,NH,794200
09/18/2021,WI,3279552
05/17/2021,FL,8353422
11/17/2021,GA,5177674
07/11/2021,AK,341396
07/22/2021,IA,1580029
10/11/2021,OK,1952936
05/06/2021,UT,1053259
08/12/2021,ND,331070
08/07/2021,OK,1658920
12/30/2020,AS,0
08/28/2021,SD,434830
08/31/2021,MA,4581437
03/31/2021,DC,127921
03/07/2021,VI,11077
03/23/2021,NM,457352
05/24/2021,NY,9340899
09/12/2021,SC,2348839
06/04/2021,NJ,4581406
08/18/2021,AK,355770
02/09/2021,KS,121254
02/23/2021,HI,137648
03/14/2021,AR,357833
10/06/2021,OR,2620348
04/15/2021,ID,430908
03/19/2021,MA,1086200
06/12/2021,MI,4601284
06/26/2021,US,158940176
10/13/2021,IN,3326541
07/18/2021,LA,1728807
03/17/2021,VT,97476
06/26/2021,SC,2009404
11/08/2021,CT,2542103
08/20/2021,NH,822098
11/25/2021,OK,2039487
03/27/2021,NJ,1633593
01/27/2021,ME,33500
10/10/2021,VA,5321778
12/13/2020,LA,124
02/10/2021,NM,150595
04/18/2021,MI,2802004
08/05/2021,PA,6619150
05/16/2021,OR,1776090
06/24/2021,KY,1842491
05/31/2021,NJ,4464426
10/21/2021,ID,781874
04/24/2021,IL,4240034
09/13/2021,WY,237396
12/31/2020,FM,0
08/01/2021,ID,682498
05/12/2021,MA,3200816
06/04/2021,AR,1023968
08/31/2021,FL,11643289
10/29/2021,KS,1561258
03/08/2021,VT,76464
07/02/2021,CA,20369048
09/13/2021,AK,368308
08/29/2021,IL,7196826
07/24/2021,TX,12869569
08/17/2021,VA,4901730
07/09/2021,MI,4831670
09/13/2021,VT,437363
05/23/2021,FL,8688052
12/29/2020,ID,173
08/30/2021,WY,230323
08/29/2021,CO,3330232
06/27/2021,GA,3854982
09/15/2021,LA,2079036
01/03/2021,DE,85
02/18/2021,AS,8291
06/02/2021,NY,9713398
09/27/2021,VT,440559
04/02/2021,NJ,1942696
12/25/2020,DE,23
08/11/2021,OH,5570702
04/06/2021,DC,150299
01/05/2021,GA,3007
07/17/2021,AR,1121018
05/03/2021,PA,4510890
07/17/2021,AS,22817
10/16/2021,WI,3384374
10/06/2021,PR,2332931
06/27/2021,US,159087007
11/25/2021,TN,3386141
02/02/2021,ND,31916
09/03/2021,DC,422002
03/12/2021,CO,800848
06/26/2021,SD,401784
10/06/2021,CT,2485281
03/18/2021,SD,165061
04/29/2021,MS,819733
07/01/2021,NC,4598679
05/01/2021,US,113904464
07/22/2021,SC,2091113
10/07/2021,IA,1733671
03/01/2021,CT,379768
05/14/2021,ID,581500
07/26/2021,AR,1138915
08/04/2021,IA,1598187
07/18/2021,VA,4718432
07/25/2021,NH,804273
02/12/2021,WY,34120
08/14/2021,MT,491316
01/16/2021,ME,10746
04/22/2021,AR,793773
06/05/2021,WI,2792783
08/08/2021,MH,17937
10/02/2021,TN,3197037
01/22/2021,TN,115058
07/19/2021,FM,28950
10/09/2021,KS,1533769
01/03/2021,IN,1429
02/06/2021,CO,249521
12/23/2020,NV,16
12/26/2020,RP,0
03/04/2021,AS,9800
03/19/2021,PA,1900905
05/14/2021,GU,71669
02/17/2021,MN,348013
11/13/2021,GA,5156586
08/09/2021,VT,428188
04/28/2021,MA,2573488
06/04/2021,DE,461541
06/01/2021,MD,3066894
08/10/2021,IN,3047324
03/27/2021,CO,1042828
12/25/2020,AK,74
03/02/2021,NV,272093
08/17/2021,GA,4219106
08/18/2021,FM,33651
05/23/2021,NY,9288276
12/22/2020,NC,20
10/23/2021,IL,7668478
01/09/2021,OH,11612
03/04/2021,SC,503699
07/28/2021,KS,1349930
09/05/2021,IN,3170301
01/04/2021,AR,1199
03/13/2021,OK,581299
07/15/2021,LA,1722981
01/25/2021,DE,12987
07/19/2021,VA,4724721
08/13/2021,AZ,3471535
10/03/2021,NC,5422806
07/03/2021,FM,26694
10/27/2021,IA,1760032
11/05/2021,LA,2243732
11/06/2021,ND,378462
06/13/2021,GU,86744
10/10/2021,WA,4782526
09/15/2021,DE,560239
09/29/2021,NH,851937
10/05/2021,NM,1285811
03/16/2021,MO,753852
09/07/2021,NM,1233479
02/20/2021,AZ,455731
04/15/2021,VI,25241
07/19/2021,AL,1699625
02/26/2021,MS,227131
03/20/2021,AZ,1166451
07/05/2021,AL,1663220
01/27/2021,KY,77782
08/23/2021,RI,690068
10/01/2021,NM,1282119
04/25/2021,KY,1380469
06/01/2021,MN,2820799
10/06/2021,VT,442766
12/09/2021,IA,1829631
01/18/2021,MS,13845
10/02/2021,MS,1330481
11/10/2021,WV,1234711
02/02/2021,MP,3386
08/17/2021,VI,42519
11/18/2021,NV,1668936
06/05/2021,MD,3151893
02/05/2021,CT,144701
10/08/2021,RP,15607
03/24/2021,CO,984849
12/09/2021,ND,393137
01/11/2021,NV,14504
02/08/2021,NH,58022
08/12/2021,NY,11536713
03/08/2021,WV,385539
03/22/2021,GA,1143709
04/04/2021,CA,8293253
01/17/2021,FL,143330
04/01/2021,OK,865621
11/12/2021,VA,5495935
05/10/2021,PR,1398208
10/30/2021,AK,390172
09/02/2021,WI,3203873
08/07/2021,TN,2764997
09/24/2021,HI,824113
11/27/2021,MS,1403592
06/03/2021,US,146207093
01/01/2021,KS,205
11/03/2021,MS,1381026
10/25/2021,WV,1205467
04/04/2021,MT,250204
07/17/2021,OH,5444838
07/28/2021,NE,969443
02/04/2021,AS,2556
06/17/2021,NV,1272517
09/30/2021,US,186423362
03/22/2021,NE,325946
04/22/2021,DC,221498
01/12/2021,AZ,26074
02/21/2021,IL,720636
08/06/2021,FM,32304
05/21/2021,NV,1128390
08/16/2021,ME,883310
01/10/2021,NY,48373
10/02/2021,KY,2215058
05/18/2021,AK,300218
10/24/2021,VI,50705
04/23/2021,CT,1334456
06/11/2021,AS,20331
02/21/2021,CO,445495
04/16/2021,GU,51031
01/15/2021,NH,7846
04/19/2021,GU,53022
05/11/2021,KS,1125707
07/14/2021,MI,4855718
12/24/2020,SD,3
12/26/2020,AK,74
11/30/2021,WY,265595
05/10/2021,KS,1117973
11/27/2021,NE,1111920
01/21/2021,PA,158097
02/24/2021,RI,75870
01/13/2021,US,2095187
12/29/2020,NE,263
06/15/2021,CT,2140740
09/16/2021,CT,2434452
09/21/2021,FL,12289705
03/26/2021,FL,3472069
01/24/2021,FL,272767
05/07/2021,TN,2153622
10/20/2021,IL,7650753
01/07/2021,MA,11909
05/24/2021,SD,375641
07/02/2021,VT,418857
09/03/2021,DE,552248
12/04/2021,NM,1350883
03/08/2021,MD,704438
07/01/2021,TX,12375087
06/12/2021,AK,324835
09/12/2021,MO,2910579
01/24/2021,NM,48783
07/18/2021,WA,4260438
05/03/2021,MP,18716
12/09/2021,OK,2077737
04/05/2021,NY,4666832
10/21/2021,MS,1363768
07/29/2021,NM,1167227
01/23/2021,IL,169025
09/30/2021,NV,1578630
01/10/2021,CO,40271
08/02/2021,MP,29743
05/25/2021,PA,5581586
05/19/2021,SD,371151
01/08/2021,ND,4707
07/20/2021,US,164842516
08/18/2021,PA,6726104
08/03/2021,SD,418311
08/09/2021,TX,13218942
12/24/2020,MN,226
10/01/2021,MS,1328862
10/31/2021,WI,3416869
12/22/2020,CO,299
05/15/2021,MT,417975
09/21/2021,VT,439341
04/10/2021,OR,1010558
03/28/2021,AZ,1328110
10/29/2021,AZ,3892354
11/14/2021,NV,1662621
12/13/2021,OH,6371953
01/08/2021,US,992102
01/14/2021,ME,10487
10/16/2021,WA,4814886
07/16/2021,IN,2958011
12/02/2021,SC,2668172
02/24/2021,NC,907794
03/09/2021,OR,486766
05/18/2021,GU,73305
10/15/2021,MH,20176
06/23/2021,NJ,4964464
07/01/2021,MT,470545
11/14/2021,AS,31278
12/26/2020,HI,125
01/03/2021,SC,303
08/26/2021,SC,2234768
05/16/2021,SD,367754
08/01/2021,WI,3069950
02/28/2021,RI,88019
10/10/2021,ME,939637
07/30/2021,MP,29532
07/19/2021,NC,4709818
10/27/2021,NV,1633632
01/21/2021,CT,44330
01/25/2021,US,4661093
05/29/2021,VT,366064
03/12/2021,MP,9190
11/25/2021,MD,4076869
01/20/2021,OR,41521
08/29/2021,CT,2377742
07/12/2021,AK,341910
10/21/2021,WI,3396488
05/26/2021,PR,1670619
02/08/2021,OH,404472
12/14/2020,VT,0
02/02/2021,SD,41021
12/09/2021,TN,3438940
12/15/2021,WV,1279784
04/29/2021,DC,255708
02/05/2021,OK,207854
04/14/2021,WI,1718144
10/26/2021,OR,2663182
03/13/2021,AZ,1013390
04/06/2021,SD,233971
08/11/2021,WV,1092838
12/16/2020,LA,166
05/14/2021,OK,1392140
05/13/2021,KY,1598129
04/08/2021,VA,2019048
04/17/2021,IA,949279
03/06/2021,MI,1070344
03/01/2021,NC,1021440
09/20/2021,ID,742167
05/25/2021,AK,305854
07/28/2021,NC,4764644
01/18/2021,PA,109922
05/30/2021,NJ,4460835
06/11/2021,MS,971200
05/20/2021,VI,32591
10/17/2021,MN,3446182
03/13/2021,ND,121006
12/24/2020,RI,4
09/04/2021,CT,2398485
04/02/2021,VA,1766300
05/19/2021,CT,1873357
02/04/2021,RP,261
07/04/2021,MH,16634
08/20/2021,HI,782155
04/25/2021,WV,869587
05/17/2021,WY,187912
12/01/2021,NC,5752911
12/14/2020,ID,37
03/30/2021,MO,1086941
07/31/2021,MH,17662
08/31/2021,TN,2939242
05/13/2021,RI,509119
11/06/2021,AR,1473496
11/16/2021,CT,2552980
05/16/2021,AS,18709
01/16/2021,NC,63716
06/23/2021,MP,25820
02/24/2021,VI,8134
03/13/2021,CA,5001070
03/26/2021,IN,1145454
12/16/2020,VI,0
07/27/2021,NY,11287905
03/30/2021,ND,167536
07/17/2021,NH,799484
01/26/2021,ND,20005
05/01/2021,NJ,3403137
12/30/2020,MP,1
06/22/2021,KY,1833206
09/13/2021,AR,1367793
11/29/2021,MD,4101773
02/03/2021,MO,156390
06/20/2021,NH,771468
06/27/2021,MH,16304
08/13/2021,OR,2427333
05/01/2021,AZ,2425289
07/02/2021,OK,1572121
01/21/2021,VT,11660
01/24/2021,GU,4857
02/12/2021,MS,138954
02/26/2021,FL,1957519
10/15/2021,AR,1445041
01/01/2021,OH,640
01/06/2021,DC,1199
01/06/2021,WA,7118
08/24/2021,AZ,3545862
12/12/2021,IA,1835184
06/02/2021,AR,1014185
08/15/2021,VA,4885655
02/15/2021,MO,289544
10/20/2021,KS,1548332
06/22/2021,DE,495086
08/19/2021,VI,43077
05/31/2021,MD,3049084
07/31/2021,AL,1732138
02/22/2021,GA,598174
04/11/2021,ND,219082
09/21/2021,MS,1297768
09/23/2021,RP,15279
12/11/2021,MS,1421248
04/28/2021,NE,685973
09/08/2021,MT,510028
01/08/2021,MO,19162
02/24/2021,NE,160604
06/14/2021,RI,618912
11/15/2021,KY,2321600
09/07/2021,DE,554425
08/22/2021,MI,5038471
10/04/2021,AR,1424966
07/19/2021,OR,2367838
12/16/2020,OK,14
11/24/2021,AL,2265388
07/07/2021,NY,10957273
10/12/2021,ND,367418
11/24/2021,MA,4896385
12/25/2020,MH,1
02/17/2021,US,19709908
08/22/2021,WA,4433639
01/05/2021,RP,0
05/07/2021,SD,355374
03/11/2021,SD,137642
01/27/2021,WA,129901
05/02/2021,US,114480062
12/29/2020,NV,28
11/05/2021,VT,450449
05/25/2021,PR,1654146
05/14/2021,PA,5141625
11/22/2021,DE,599594
09/14/2021,OK,1849883
03/20/2021,AS,12039
12/15/2021,WY,270495
03/02/2021,GU,23021
04/08/2021,TN,1369425
04/04/2021,AL,773771
03/04/2021,VI,10706
08/04/2021,GA,4109440
06/06/2021,US,148222426
02/02/2021,ME,42010
12/12/2021,FM,42892
07/31/2021,OH,5511441
05/29/2021,CO,2739220
01/18/2021,NY,140397
09/09/2021,RI,709879
02/22/2021,LA,349577
12/20/2020,RP,0
09/25/2021,DE,567728
03/31/2021,VI,19672
06/02/2021,CO,2771883
04/21/2021,RI,370599
10/05/2021,DC,436490
11/15/2021,AK,394804
02/01/2021,NE,62614
11/11/2021,MP,35141
03/31/2021,DE,180193
07/20/2021,GU,98537
12/14/2020,LA,130
12/05/2021,RP,15839
07/05/2021,MS,1016635
02/23/2021,PR,272052
02/16/2021,RP,1929
08/27/2021,AS,25585
03/16/2021,OR,576362
03/04/2021,WA,841214
01/29/2021,ME,37619
05/09/2021,IL,5082323
08/06/2021,MN,3197014
09/06/2021,AR,1337074
06/21/2021,VT,413592
05/01/2021,MD,2259729
08/01/2021,ME,872863
09/29/2021,UT,1670173
08/07/2021,CT,2306870
12/07/2021,WV,1273568
05/20/2021,NC,4062578
12/12/2021,AR,1522017
11/06/2021,NH,872883
07/02/2021,AZ,3253931
08/31/2021,NM,1222864
10/25/2021,IA,1757219
07/16/2021,RI,656866
02/04/2021,FM,170
06/16/2021,NV,1267217
12/04/2021,MD,4147808
12/30/2020,MT,245
01/06/2021,SD,1627
08/31/2021,AK,361990
04/20/2021,OH,3462829
09/13/2021,AL,2018732
05/20/2021,ND,290031
07/18/2021,VT,423216
01/06/2021,CO,9124
11/14/2021,AK,394535
11/01/2021,GU,122474
08/21/2021,TN,2856339
11/15/2021,FL,13096427
03/30/2021,KS,570242
03/27/2021,MH,9406
02/01/2021,SC,97550
03/20/2021,OR,630596
05/16/2021,TN,2270793
11/19/2021,VI,52047
09/22/2021,NY,12435670
03/17/2021,MN,909418
06/05/2021,AS,19902
08/15/2021,ID,693841
08/19/2021,AL,1820907
09/18/2021,PA,7021451
11/03/2021,NE,1096852
12/10/2021,AK,406584
09/26/2021,UT,1660834
02/08/2021,MI,419597
07/17/2021,SC,2077026
06/17/2021,US,155523091
12/26/2020,MS,171
10/22/2021,KY,2278316
11/17/2021,FL,13116498
04/07/2021,DC,156127
10/30/2021,MA,4814775
04/18/2021,CA,11125795
07/10/2021,US,162621178
08/21/2021,OH,5645123
04/16/2021,SD,279180
01/02/2021,OH,712
12/24/2020,OH,127
04/23/2021,VT,234835
09/02/2021,HI,796789
10/27/2021,MN,3467321
12/19/2020,IA,13
04/29/2021,NJ,3302393
03/09/2021,NE,246895
06/26/2021,IN,2868309
07/03/2021,WV,1059755
09/05/2021,CT,2399801
03/16/2021,IN,934759
05/31/2021,IN,2609979
02/21/2021,US,22748553
05/18/2021,KY,1634409
04/06/2021,OK,936831
04/18/2021,ME,468330
04/12/2021,TN,1484787
01/04/2021,VA,3070
05/04/2021,KS,1071180
11/07/2021,TX,15681620
11/24/2021,MI,5454120
01/14/2021,NC,57596
10/12/2021,WA,4793754
11/06/2021,OR,2681129
11/25/2021,ND,384534
07/18/2021,OK,1604826
03/17/2021,VA,1263081
10/11/2021,AS,29800
01/21/2021,IA,31843
04/17/2021,TX,7243840
05/13/2021,OH,4528586
07/04/2021,VI,37782
08/11/2021,NC,4854312
04/20/2021,NM,735811
02/09/2021,MH,639
03/27/2021,MS,468943
08/05/2021,OK,1652204
09/23/2021,ND,356355
08/16/2021,CT,2333103
11/02/2021,PA,7340285
01/12/2021,KY,16879
10/12/2021,NJ,5846935
03/05/2021,NE,223020
09/11/2021,NH,839477
09/18/2021,ID,739720
07/23/2021,WV,1077956
04/19/2021,NY,6208816
10/30/2021,IA,1764203
08/04/2021,DE,527764
01/07/2021,NH,1985
10/17/2021,IN,3336683
02/27/2021,NY,1789487
05/02/2021,LA,1384502
09/28/2021,AK,377001
03/06/2021,PR,379538
09/18/2021,IN,3239111
03/18/2021,AS,12022
10/15/2021,NJ,5863604
08/14/2021,AS,24946
05/18/2021,TN,2297612
06/12/2021,UT,1329696
08/19/2021,TX,13540326
03/05/2021,US,34859840
10/14/2021,NV,1609347
04/16/2021,MA,2079239
02/21/2021,MO,378869
07/19/2021,MO,2567592
06/22/2021,KS,1285306
09/19/2021,NM,1260698
08/20/2021,MP,31586
12/20/2020,IL,319
02/26/2021,CO,511199
11/28/2021,WA,4969824
03/05/2021,AS,10095
01/23/2021,PR,66375
03/21/2021,RI,190576
09/12/2021,DE,557884
10/22/2021,NV,1624879
11/13/2021,MS,1392134
01/28/2021,IN,142617
01/31/2021,MN,141489
01/05/2021,NV,1743
10/22/2021,MO,3058723
12/17/2020,CA,1048
12/16/2020,GU,0
11/23/2021,SD,481960
12/02/2021,GU,124952
08/27/2021,TX,13878878
01/20/2021,AZ,67159
08/07/2021,IL,6963290
02/08/2021,KS,115295
08/10/2021,NC,4845323
11/30/2021,SD,486569
09/03/2021,MP,32880
01/11/2021,IL,96792
05/21/2021,DC,349355
08/31/2021,HI,793875
07/05/2021,ID,664503
12/20/2020,MS,130
03/02/2021,SD,106732
01/29/2021,NH,36430
02/01/2021,SD,38259
03/26/2021,IA,622542
04/15/2021,FL,5441730
08/09/2021,NV,1409907
08/08/2021,RI,674264
10/26/2021,WA,4854654
09/30/2021,HI,830310
03/24/2021,CA,6446335
12/08/2021,FL,13388738
03/30/2021,RI,246266
01/21/2021,PR,63224
03/27/2021,NH,243466
10/05/2021,ID,763293
03/10/2021,KY,531217
04/05/2021,PR,730642
07/18/2021,PA,6495904
08/14/2021,SC,2169523
09/06/2021,MH,19403
11/18/2021,VT,453895
08/11/2021,WA,4375914
11/01/2021,MT,545019
01/05/2021,KY,1730
06/23/2021,AS,21236
11/10/2021,US,194168774
03/17/2021,MI,1371919
02/16/2021,MD,344979
07/15/2021,AK,343328
06/11/2021,ID,640441
08/31/2021,OR,2484516
04/29/2021,WA,2615430
07/13/2021,AL,1685136
12/28/2020,KS,111
01/16/2021,RP,1
12/15/2020,NY,57
07/25/2021,MD,3573135
11/29/2021,WY,265062
12/14/2020,OH,5
08/21/2021,VA,4934998
08/01/2021,WY,219317
03/02/2021,FL,2072993
07/23/2021,CA,21077435
08/12/2021,DE,533135
04/11/2021,WY,141738
10/24/2021,CA,24160408
05/15/2021,TN,2266599
06/10/2021,NJ,4727045
10/23/2021,ND,372724
10/25/2021,NE,1090450
01/20/2021,AS,949
06/22/2021,SD,399298
02/24/2021,ND,75067
02/04/2021,CA,915698
07/20/2021,ID,674847
12/15/2021,OH,6371961
06/30/2021,WA,4149521
09/02/2021,MA,4591788
01/09/2021,PR,31754
11/20/2021,GU,123999
12/05/2021,ME,988887
08/20/2021,UT,1529367
09/15/2021,AR,1376016
12/27/2020,UT,353
07/07/2021,NV,1328610
05/09/2021,AK,290590
01/07/2021,RP,0
06/14/2021,NV,1255919
01/27/2021,UT,49728
03/02/2021,NH,115002
03/31/2021,RP,5262
04/13/2021,HI,438609
02/09/2021,RP,433
02/25/2021,AL,316867
04/25/2021,WA,2464124
08/01/2021,WV,1084244
07/28/2021,NY,11304660
07/13/2021,WY,214215
09/07/2021,ID,721849
12/02/2021,AZ,4022333
02/19/2021,PR,246285
05/05/2021,ND,274386
03/18/2021,WI,924037
07/08/2021,GA,3927033
07/11/2021,IA,1562896
04/27/2021,MH,13160
09/12/2021,HI,808023
08/04/2021,IN,3024520
12/02/2021,HI,871270
12/24/2020,UT,351
05/17/2021,PA,5252503
04/10/2021,CT,1051385
05/06/2021,SD,352886
05/27/2021,UT,1237498
05/06/2021,IN,2190289
06/27/2021,HI,740430
08/18/2021,ME,885422
08/27/2021,NH,827729
02/06/2021,SD,50217
08/20/2021,NY,11690469
09/29/2021,MP,34120
03/11/2021,IL,1623067
10/20/2021,KY,2271997
06/14/2021,HI,718749
12/27/2020,NJ,289
02/09/2021,AR,134865
08/25/2021,RI,692973
01/01/2021,FL,5067
02/09/2021,CA,1210499
06/09/2021,AK,321251
09/17/2021,ME,919781
01/09/2021,MH,4
10/21/2021,VT,446142
07/18/2021,ID,673532
02/18/2021,FL,1666466
08/16/2021,AK,354642
08/11/2021,US,169814791
01/18/2021,MD,38890
01/26/2021,ID,24362
02/26/2021,AL,335923
02/22/2021,MT,85488
04/17/2021,CO,1611666
06/17/2021,WV,1039430
12/19/2020,OH,16
09/01/2021,ND,341756
12/04/2021,CO,3703668
02/27/2021,MH,3537
08/12/2021,AL,1775373
07/22/2021,SD,413456
12/03/2021,WA,5013614
02/27/2021,CT,369743
08/18/2021,AS,25237
05/12/2021,PA,5026783
07/22/2021,MD,3562892
01/26/2021,AR,50757
05/04/2021,AZ,2491204
09/01/2021,IL,7232733
08/06/2021,AR,1174499
08/16/2021,WV,1097562
07/13/2021,OR,2352676
05/23/2021,FM,19923
01/19/2021,UT,20061
07/31/2021,IL,6902738
05/31/2021,FM,21286
08/05/2021,CA,21437192
05/15/2021,MN,2567263
10/25/2021,AS,30944
10/23/2021,NY,13005612
09/05/2021,RP,14938
04/04/2021,TX,5387607
02/28/2021,MI,924376
07/01/2021,ND,317201
11/03/2021,RI,758089
01/16/2021,ND,7773
08/15/2021,CO,3259221
11/07/2021,NC,5636319
11/20/2021,ND,383410
08/25/2021,CA,22178076
05/20/2021,IA,1376016
12/14/2021,ME,1003456
02/22/2021,AL,265513
09/02/2021,OH,5738776
10/23/2021,TN,3295906
12/01/2021,SD,487608
09/25/2021,FL,12396749
09/05/2021,MH,19355
06/22/2021,MO,2461920
04/04/2021,DC,141711
06/19/2021,NH,770851
02/09/2021,LA,237345
05/23/2021,US,139325547
06/09/2021,MS,963080
07/21/2021,PA,6519830
01/19/2021,VI,886
09/21/2021,WV,1147133
12/19/2020,MS,128
03/17/2021,CO,861867
09/17/2021,VA,5162288
12/07/2021,FM,42806
09/30/2021,NH,852519
02/26/2021,NY,1739114
07/09/2021,NE,951178
08/06/2021,NJ,5331166
12/18/2020,UT,304
06/24/2021,VT,415596
06/10/2021,SD,391130
11/24/2021,RI,768253
03/08/2021,NE,239109
06/21/2021,IA,1524442
06/27/2021,AR,1083381
08/25/2021,SD,432346
10/31/2021,WY,257879
02/21/2021,NE,146701
03/03/2021,MP,8173
04/18/2021,SC,1295572
02/04/2021,MA,197761
04/22/2021,ME,504385
09/18/2021,MI,5206102
05/17/2021,OH,4614773
10/29/2021,RI,755434
06/04/2021,IN,2668920
01/28/2021,LA,80384
06/22/2021,VT,414330
12/31/2020,NM,458
10/14/2021,NM,1296207
01/27/2021,IA,59454
11/01/2021,MP,34908
05/17/2021,MP,21109
11/15/2021,IN,3393567
08/16/2021,IN,3073794
11/27/2021,OR,2705315
12/03/2021,AZ,4030243
04/09/2021,MT,285901
03/03/2021,MO,545498
05/20/2021,AZ,2805272
04/18/2021,PR,1018033
06/24/2021,OH,5289499
01/16/2021,MT,10837
05/04/2021,CO,2181657
03/28/2021,IA,633795
06/20/2021,NE,923642
11/03/2021,ND,377188
08/04/2021,AL,1743426
01/25/2021,ND,17878
05/02/2021,NJ,3435991
07/16/2021,AZ,3327772
01/31/2021,AK,30746
08/29/2021,PA,6829621
07/08/2021,SC,2048426
05/12/2021,MD,2616812
09/13/2021,NH,840904
09/29/2021,SC,2460769
12/27/2020,AS,0
06/16/2021,WA,4010712
11/21/2021,SC,2637018
01/03/2021,KY,1057
03/22/2021,WI,986646
12/13/2021,GA,5329028
01/01/2021,NY,2454
03/07/2021,MO,603407
06/16/2021,WV,1036318
08/14/2021,IL,7032642
08/16/2021,MN,3225518
07/03/2021,OK,1573429
09/10/2021,AZ,3656794
08/17/2021,GU,103384
10/24/2021,MN,3460192
04/23/2021,NJ,3013839
04/26/2021,NY,6893083
11/09/2021,NE,1100716
08/11/2021,ID,690592
10/21/2021,US,190834115
04/19/2021,OK,1152370
06/19/2021,WV,1042767
12/06/2021,WV,1272108
01/26/2021,WA,119199
08/07/2021,CO,3226681
12/02/2021,IA,1808282
07/23/2021,VA,4752688
05/21/2021,NE,846646
01/07/2021,WA,11931
04/13/2021,MO,1486803
08/18/2021,DC,413927
01/05/2021,CT,1740
03/05/2021,WI,671666
02/06/2021,WY,22139
11/30/2021,NJ,6056334
10/18/2021,IN,3339549
05/01/2021,FM,14878
10/19/2021,KS,1546898
04/08/2021,IN,1452539
05/27/2021,RI,571227
04/17/2021,NJ,2717333
06/06/2021,FM,22197
12/19/2020,IN,177
12/24/2020,ND,67
11/26/2021,IA,1791308
03/20/2021,VA,1332248
05/28/2021,NV,1172965
03/15/2021,OH,1597882
11/21/2021,MT,554030
03/25/2021,RI,217200
10/04/2021,PA,7140991
04/03/2021,RI,281470
03/26/2021,NE,365304
05/06/2021,NH,560922
08/18/2021,GA,4233169
03/24/2021,MI,1605787
08/01/2021,ND,326782
11/13/2021,NE,1103415
01/13/2021,GU,1960
05/11/2021,OH,4463274
10/03/2021,NJ,5797969
12/11/2021,MP,37966
12/29/2020,VA,883
09/27/2021,AR,1409175
12/26/2020,UT,353
10/23/2021,TX,15475592
06/08/2021,TN,2473451
09/12/2021,KY,2111873
10/10/2021,NJ,5835800
09/26/2021,AL,2105811
01/28/2021,AR,64581
07/30/2021,AZ,3397471
10/24/2021,ME,950697
07/24/2021,RI,662998
12/10/2021,MN,3627215
05/11/2021,TN,2204382
07/06/2021,IL,6672752
10/30/2021,OH,6105082
03/20/2021,GA,1126714
05/07/2021,AS,18001
12/16/2020,NJ,222
02/04/2021,NY,609578
02/27/2021,NJ,796660
02/19/2021,PA,753146
02/23/2021,AS,9373
07/29/2021,ID,680862
10/02/2021,AZ,3778659
10/30/2021,DC,446909
04/29/2021,KY,1449492
08/05/2021,TX,13125768
02/06/2021,UT,111591
04/30/2021,ND,268883
01/27/2021,TN,167655
02/11/2021,SD,63395
11/15/2021,AL,2248391
04/21/2021,MH,12825
05/06/2021,SC,1633384
05/16/2021,MA,3349797
05/25/2021,UT,1221395
10/08/2021,VT,443365
02/08/2021,UT,116931
09/17/2021,MH,19806
12/21/2020,AR,132
05/11/2021,KY,1576503
07/21/2021,AK,345435
05/04/2021,GA,2949589
08/22/2021,CA,22034641
11/11/2021,AS,31218
06/16/2021,ND,308574
06/18/2021,NH,769206
06/12/2021,PA,6084652
06/13/2021,ME,819627
05/09/2021,NM,908899
09/22/2021,VT,439612
10/09/2021,RI,741971
09/18/2021,NV,1548478
08/01/2021,VT,426326
12/12/2021,WA,5094662
03/24/2021,WY,103580
01/22/2021,MI,124526
04/14/2021,PR,945726
11/26/2021,US,196327766
11/09/2021,SD,476353
11/19/2021,IA,1785076
10/13/2021,PA,7207323
09/05/2021,WY,233270
01/21/2021,NJ,82382
12/17/2020,MH,1
11/27/2021,MP,35786
